#       time         integral Re         integral Im         integral Re         integral Im
#       r =            50.000000           50.000000          100.000000          100.000000
   0.0000000   -3.6205296062e-05    3.0345312646e-16   -2.3206420491e-06    2.3831387519e-10
   1.0000000   -3.6179114242e-05   -3.9832139858e-18   -2.3196222390e-06    1.2715251706e-09
   2.0000000   -3.6149967062e-05    1.8809462641e-16   -2.3186684222e-06    8.7066762935e-10
   3.0000000   -3.6117844376e-05    1.4682818077e-18   -2.3180136879e-06    2.9832137007e-10
   4.0000000   -3.6082338118e-05   -1.0109343423e-18   -2.3178619380e-06   -7.0030769278e-11
   5.0000000   -3.6042520506e-05    1.1894891229e-16   -2.3178808341e-06   -6.7092690108e-11
   6.0000000   -3.5997874663e-05    3.0017198196e-16   -2.3173508464e-06    1.1580061977e-10
   7.0000000   -3.5948063472e-05   -1.3880784625e-16   -2.3159296129e-06    2.2343331248e-10
   8.0000000   -3.5892392226e-05   -2.9670341220e-16   -2.3141701738e-06    1.7939576744e-10
   9.0000000   -3.5829840401e-05   -3.1904325164e-16   -2.3130571380e-06    7.4345178054e-11
  10.0000000   -3.5759277711e-05    8.2332499536e-17   -2.3129315123e-06    1.1641222104e-11
  11.0000000   -3.5679569498e-05    6.1521865301e-16   -2.3131515628e-06    9.3743442222e-13
  12.0000000   -3.5589475437e-05    8.8864577087e-16   -2.3128438933e-06   -1.4714097561e-11
  13.0000000   -3.5487447116e-05   -3.1479529157e-15   -2.3117344713e-06   -6.8726628889e-11
  14.0000000   -3.5371470891e-05   -1.1036481926e-14   -2.3102110820e-06   -1.3501953501e-10
  15.0000000   -3.5238999145e-05    4.3540180997e-15   -2.3088001741e-06   -1.6947358258e-10
  16.0000000   -3.5087115586e-05    5.6026742197e-14   -2.3077139306e-06   -1.5907328284e-10
  17.0000000   -3.4912815214e-05    4.4885786727e-14   -2.3068121956e-06   -1.2296056490e-10
  18.0000000   -3.4712663629e-05   -9.6532036884e-14   -2.3058462717e-06   -8.1047414500e-11
  19.0000000   -3.4485325328e-05   -1.6639574904e-13   -2.3046766519e-06   -3.6495520711e-11
  20.0000000   -3.4218121217e-05    6.2343954743e-14   -2.3033032556e-06    1.3234950331e-11
  21.0000000   -3.3890936062e-05    3.3403802796e-13   -2.3017725704e-06    6.0270758285e-11
  22.0000000   -3.3534669661e-05    1.3551700471e-13   -2.3001077824e-06    8.7122681555e-11
  23.0000000   -3.3219464361e-05   -4.2739394610e-13   -2.2983180648e-06    8.0830346229e-11
  24.0000000   -3.2680974351e-05   -4.8054465665e-13   -2.2964280296e-06    4.4900598257e-11
  25.0000000   -3.1378651912e-05    4.5776650710e-13   -2.2944641905e-06   -1.0471505954e-13
  26.0000000   -3.1079319624e-05    1.4649720772e-12   -2.2924165530e-06   -2.7655101311e-11
  27.0000000   -3.5923861854e-05    9.9434965748e-13   -2.2902332980e-06   -2.2019931037e-11
  28.0000000   -4.0312137761e-05   -1.2096599991e-12   -2.2878578307e-06    1.0360917396e-11
  29.0000000   -2.3400447154e-05   -3.3778533937e-12   -2.2852617945e-06    4.4570610814e-11
  30.0000000    1.5303362442e-05   -3.2009592180e-12   -2.2824415874e-06    5.5094099664e-11
  31.0000000    2.3551201750e-05   -9.2353584921e-14   -2.2793969496e-06    3.5198201956e-11
  32.0000000   -4.3005942107e-05    3.9656713236e-12   -2.2761222995e-06    2.0818309257e-12
  33.0000000   -1.3056769694e-04    5.7848146982e-12   -2.2726096185e-06   -1.7820188196e-11
  34.0000000   -1.2870582103e-04    3.5610637718e-12   -2.2688437053e-06   -1.1525543337e-11
  35.0000000   -5.7913140064e-06   -1.3763653727e-12   -2.2647901411e-06    1.0636364183e-11
  36.0000000    1.4249296255e-04   -5.4055205860e-12   -2.2603948209e-06    2.7030953249e-11
  37.0000000    1.7040294180e-04   -5.6244196079e-12   -2.2556006143e-06    2.5420386749e-11
  38.0000000    2.1863251805e-05   -2.4166635132e-12   -2.2503632968e-06    1.1453625769e-11
  39.0000000   -1.5352556575e-04    1.0735636060e-12   -2.2446499206e-06   -7.7342106960e-13
  40.0000000   -1.2494736258e-04    2.0938989159e-12   -2.2384254025e-06   -2.6591228368e-12
  41.0000000    8.3191498182e-05    6.9311406119e-13   -2.2316461399e-06    5.0230321939e-12
  42.0000000    1.9343617537e-04   -1.0286563496e-12   -2.2242644393e-06    1.8180067345e-11
  43.0000000    1.1161199113e-04   -1.4707743554e-12   -2.2162196397e-06    3.4653469877e-11
  44.0000000    5.0927916133e-05   -7.5525983875e-13   -2.2073947986e-06    5.2124683850e-11
  45.0000000    1.4501423530e-04    1.3267764403e-14   -2.1976018536e-06    6.3372726575e-11
  46.0000000    2.5469017981e-04    5.1715577138e-14   -2.1867718796e-06    6.1533651506e-11
  47.0000000    2.1971882188e-04   -5.6420757239e-13   -2.1753165733e-06    6.2079005649e-11
  48.0000000    7.3307328898e-05   -1.4340446315e-12   -2.1638146651e-06    1.0382169338e-10
  49.0000000   -2.4753890254e-05   -2.2894363323e-12   -2.1510352110e-06    1.5305948400e-10
  50.0000000    4.9108522947e-05   -2.8263059331e-12   -2.1323596079e-06   -3.8322136944e-12
  51.0000000    2.7200123862e-04   -2.5785581219e-12   -2.1048646207e-06   -4.9989427883e-10
  52.0000000    4.7140598269e-04   -1.4119801056e-12   -2.0801212389e-06   -6.7909426293e-10
  53.0000000    4.6117446943e-04   -1.2547244740e-13   -2.0860840958e-06    1.1618268291e-09
  54.0000000    2.2130817979e-04   -2.9701680209e-14   -2.1296474940e-06    6.5512886311e-09
  55.0000000   -7.2604185079e-05   -1.4644162388e-12   -2.1329531914e-06    1.3307345942e-08
  56.0000000   -2.2934841054e-04   -3.0832093549e-12   -1.9394906310e-06    7.7067573639e-09
  57.0000000   -2.3368667606e-04   -3.2484926925e-12   -1.5056022520e-06   -4.0528173685e-08
  58.0000000   -2.2091674617e-04   -2.0361664027e-12   -1.2280516465e-06   -1.4266983065e-07
  59.0000000   -2.8894523258e-04   -1.2044144853e-12   -2.0218434904e-06   -1.8396020109e-07
  60.0000000   -3.9682991545e-04   -1.8057472633e-12   -4.5317462122e-06    1.3792609092e-07
  61.0000000   -4.4506017050e-04   -2.5898376631e-12   -7.3625641796e-06    1.0400750571e-06
  62.0000000   -4.0170024092e-04   -2.4580239556e-12   -5.9508115212e-06    2.0031334499e-06
  63.0000000   -3.2773084512e-04   -4.1836222890e-12    4.6348533165e-06    1.4766758305e-06
  64.0000000   -2.9956222107e-04   -1.0531563317e-11    2.1947456981e-05   -1.9706965430e-06
  65.0000000   -3.2644923469e-04   -1.2073315240e-11    3.0273349400e-05   -7.2663759936e-06
  66.0000000   -3.5161502909e-04    1.1823360237e-11    8.7605594239e-06   -9.6998091700e-06
  67.0000000   -3.2816177767e-04    5.7132848527e-11   -4.4480731686e-05   -3.8362002360e-06
  68.0000000   -2.6532365382e-04    5.7026134583e-11   -9.3744667976e-05    1.0323002219e-05
  69.0000000   -1.9488701009e-04   -7.0178258650e-11   -8.3036256567e-05    2.3615578896e-05
  70.0000000   -1.3111621322e-04   -2.6438081309e-10    1.0057188831e-05    2.2434416976e-05
  71.0000000   -7.3514373739e-05   -2.3933373379e-10    1.3208303352e-04    8.8769498540e-07
  72.0000000   -1.6773724282e-05    2.5777566755e-10    1.8026912462e-04   -2.9721912739e-05
  73.0000000    4.6494154472e-05    9.2734400102e-10    9.3617916505e-05   -4.5442823855e-05
